title,disc,digital,id,poster,actors,genres,rating,content_rating,year,duration_str,duration_min,trailer,plot_summary
Suicide Squad (2016),BR,yes,tt1386697,"https://m.media-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Will Smith, Jared Leto, Margot Robbie","Action, Adventure, Fantasy",5.9,PG-13,2016,2h 3m,123.0,https://www.youtube.com/embed/CmRih_VtVAs,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.
"Sum Of All Fears, The",NONE,yes,tt0164184,"https://m.media-amazon.com/images/M/MV5BZmFiZDkyYWQtMGNkZi00YmZkLThjNzAtY2U1YTVmYmNlNThmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ben Affleck, Morgan Freeman, Ian Mongrain","Action, Drama, Thriller",6.4,PG-13,2002,2h 4m,124.0,https://www.youtube.com/embed/p4Y-0Pun2Eg,"CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland."
Super Troopers ,DVD,no,tt0247745,"https://m.media-amazon.com/images/M/MV5BYzAyOTZjZDItZjNiYy00YTA3LWEyYWMtZTA0NmUzYjZhNjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg","Jay Chandrasekhar, Kevin Heffernan, André Vippolis","Comedy, Crime, Mystery",7.0,R,2001,1h 40m,100.0,https://www.youtube.com/embed/EV6wkUIMrl8,"Five Vermont state troopers, avid pranksters with a knack for screwing up, try to save their jobs and out-do the local police department by solving a crime."
Super Troopers 2,NONE,yes,tt0859635,"https://m.media-amazon.com/images/M/MV5BZmFhMjM2NmQtYWM3Yi00YmJhLWIxOTgtYWY3ZjNlYzMwOWJmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UY281_CR18,0,190,281_.jpg","Jay Chandrasekhar, Kevin Heffernan, Steve Lemme","Comedy, Crime, Mystery",6.0,R,2018,1h 39m,99.0,https://www.youtube.com/embed/o7DjjaKMt8A,"When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area."
Superbad,DVD,no,tt0829482,"https://m.media-amazon.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg","Michael Cera, Jonah Hill, Christopher Mintz-Plasse",Comedy,7.6,R,2007,1h 53m,113.0,https://www.youtube.com/embed/4eaZ_48ZYog,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
Swordfish,NONE,yes,tt0244244,"https://m.media-amazon.com/images/M/MV5BNzk5ZmQxMWYtM2QyNi00MTY3LTlmNjItYjUwODY3Y2YwOTIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg","John Travolta, Hugh Jackman, Halle Berry","Action, Crime, Thriller",6.5,R,2001,1h 39m,99.0,https://www.youtube.com/embed/lFwtY1bxlNc,"A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him."
Taken,BR,no,tt0936501,"https://m.media-amazon.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Liam Neeson, Maggie Grace, Famke Janssen","Action, Crime, Thriller",7.8,PG-13,2008,1h 30m,90.0,https://www.youtube.com/embed/XK9zL0ze9O4,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris."
Tears of the Sun,NONE,yes,tt0314353,"https://m.media-amazon.com/images/M/MV5BMmI3YjQ4NjctZTk0Zi00ZDFhLTgyZjAtYWRjZTJjMjMwNjM2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg","Bruce Willis, Cole Hauser, Monica Bellucci","Action, Drama, Thriller",6.6,R,2003,2h 1m,121.0,https://www.youtube.com/embed/INW4f3yyeZg,A Special-Ops commander leads his team into the Nigerian jungle in order to rescue a doctor who will only join them if they agree to save 70 refugees too.
Ted (2012),BR,yes,tt1637725,"https://m.media-amazon.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_QL75_UX190_CR0,10,190,281_.jpg","Mark Wahlberg, Mila Kunis, Seth MacFarlane(voice)",Comedy,6.9,R,2012,1h 46m,106.0,https://www.youtube.com/embed/9fbo_pQvU7M,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear, Ted or his girlfriend, Lori."
Terminator 2: Judgment Day,4K/BR,yes,tt0103064,"https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Arnold Schwarzenegger, Linda Hamilton, Edward Furlong","Action, Sci-Fi",8.6,R,1991,2h 17m,137.0,https://www.youtube.com/embed/CRRlbK5w8AE,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg."
Terminator Genisys,NONE,yes,tt1340138,"https://m.media-amazon.com/images/M/MV5BMjM1NTc0NzE4OF5BMl5BanBnXkFtZTgwNDkyNjQ1NTE@._V1_QL75_UX190_CR0,8,190,281_.jpg","Arnold Schwarzenegger, Jason Clarke, Emilia Clarke","Action, Adventure, Sci-Fi",6.3,PG-13,2015,2h 6m,126.0,https://www.youtube.com/embed/FqbOFjl7ZWE,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline."
Terminator Salvation,BR,no,tt0438488,"https://m.media-amazon.com/images/M/MV5BODBlOTJhZjItMGRmYS00YzM1LWFmZTktOTJmNDMyZTBjMjBkXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Christian Bale, Sam Worthington, Anton Yelchin","Action, Sci-Fi",6.5,PG-13,2009,1h 55m,115.0,https://www.youtube.com/embed/-Czz-TcWCkA,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?"
Terminator: Dark Fate,NONE,yes,tt6450804,"https://m.media-amazon.com/images/M/MV5BNzhlYjE5MjMtZDJmYy00MGZmLTgwN2MtZGM0NTk2ZTczNmU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,8,190,281_.jpg","Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis","Action, Adventure, Sci-Fi",6.2,R,2019,2h 8m,128.0,https://www.youtube.com/embed/oxy8udgWRmo,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race."
This Is The End,DVD,no,tt1245492,"https://m.media-amazon.com/images/M/MV5BMTQxODE3NjM1Ml5BMl5BanBnXkFtZTcwMzkzNjc4OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","James Franco, Jonah Hill, Seth Rogen",Comedy,6.6,R,2013,1h 47m,107.0,https://www.youtube.com/embed/kliQSsD_npo,"Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves."
"Thomas Crown Affair, The",DVD,no,tt0155267,"https://m.media-amazon.com/images/M/MV5BMmU0N2RiNTAtN2U4MS00MWExLTkzNGYtOTVhNmVmZmNlOTUzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg","Pierce Brosnan, Rene Russo, Denis Leary","Crime, Romance, Thriller",6.8,R,1999,1h 53m,113.0,https://www.youtube.com/embed/c0T77_qBl7g,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective."
Thor,NONE,yes,tt0800369,"https://m.media-amazon.com/images/M/MV5BOGE4NzU1YTAtNzA3Mi00ZTA2LTg2YmYtMDJmMThiMjlkYjg2XkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_QL75_UX190_CR0,0,190,281_.jpg","Chris Hemsworth, Anthony Hopkins, Natalie Portman","Action, Adventure, Fantasy",7.0,PG-13,2022,1h 55m,115.0,https://www.youtube.com/embed/Go8nTmfrQd8,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders."
Thor: Love and Thunder,BR,yes,tt10648342,"https://m.media-amazon.com/images/M/MV5BYmMxZWRiMTgtZjM0Ny00NDQxLWIxYWQtZDdlNDNkOTEzYTdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Chris Hemsworth, Natalie Portman, Christian Bale","Action, Adventure, Comedy",6.2,PG-13,2022,1h 58m,118.0,https://www.youtube.com/embed/Go8nTmfrQd8,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct."
Thor: Ragnarok,BR,yes,tt3501632,"https://m.media-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Chris Hemsworth, Tom Hiddleston, Cate Blanchett","Action, Adventure, Comedy",7.9,PG-13,2017,2h 10m,130.0,https://www.youtube.com/embed/ue80QwXMRHg,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela."
Thor: The Dark World,BR,no,tt1981115,"https://m.media-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg","Chris Hemsworth, Natalie Portman, Tom Hiddleston","Action, Adventure, Fantasy",6.8,PG-13,2013,1h 52m,112.0,https://www.youtube.com/embed/npvJ9FTgZbM,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster."
Tommy Boy,DVD,no,tt0114694,"https://m.media-amazon.com/images/M/MV5BNTMwZGU3MGUtZWE0Ni00YzExLWIyY2MtMmNmMDlmYTdmNzFkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Chris Farley, David Spade, Brian Dennehy","Adventure, Comedy",7.1,PG-13,1995,1h 37m,97.0,https://www.youtube.com/embed/9btKFrFhq28,"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business."
Top Gun: Maverick,NONE,yes,tt1745960,"https://m.media-amazon.com/images/M/MV5BZWYzOGEwNTgtNWU3NS00ZTQ0LWJkODUtMmVhMjIwMjA1ZmQwXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX190_CR0,0,190,281_.jpg","Tom Cruise, Jennifer Connelly, Miles Teller","Action, Drama",8.3,PG-13,2022,2h 10m,130.0,https://www.youtube.com/embed/giXco2jaZ_4,"After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it."
"Town, The",DVD,no,tt0840361,"https://m.media-amazon.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Ben Affleck, Rebecca Hall, Jon Hamm","Crime, Drama, Thriller",7.5,R,2010,2h 5m,125.0,https://www.youtube.com/embed/WcXt9aUMbBk,"A proficient group of thieves rob a bank and hold Claire, the assistant manager, hostage. Things begin to get complicated when one of the crew members falls in love with Claire."
Traffic,BR,yes,tt0181865,"https://m.media-amazon.com/images/M/MV5BNDA2YjNkMjEtZjcwNy00ZTc5LWEzNDItMjE0ODlmMDAzNDFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR3,0,190,281_.jpg","Michael Douglas, Benicio Del Toro, Catherine Zeta-Jones","Crime, Drama, Thriller",7.6,R,2000,2h 27m,147.0,https://www.youtube.com/embed/6TetUbh6jrU,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business."
Training Day,DVD,no,tt0139654,"https://m.media-amazon.com/images/M/MV5BMDZkMTUxYWEtMDY5NS00ZTA5LTg3MTItNTlkZWE1YWRjYjMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Denzel Washington, Ethan Hawke, Scott Glenn","Action, Crime, Drama",7.7,R,2001,2h 2m,122.0,https://www.youtube.com/embed/DXPJqRtkDP0,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.
Trainwreck,NONE,yes,tt3152624,"https://m.media-amazon.com/images/M/MV5BMTQ4MjgwNTMyOV5BMl5BanBnXkFtZTgwMTc1MjI0NDE@._V1_QL75_UX190_CR0,10,190,281_.jpg","Amy Schumer, Bill Hader, Brie Larson","Comedy, Drama, Romance",6.2,R,2015,2h 5m,125.0,https://www.youtube.com/embed/y_KP9x80Z9Q,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy."
Traitor,DVD,no,tt0988047,"https://m.media-amazon.com/images/M/MV5BMTg3MzI3NDY5Nl5BMl5BanBnXkFtZTcwMzI0NDY3MQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Don Cheadle, Guy Pearce, Archie Panjabi","Action, Crime, Drama",7.0,PG-13,2008,1h 54m,114.0,https://www.youtube.com/embed/Qq5i8y09ea0,"When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy, all clues seem to lead back to former U.S. Special Operations officer, Samir Horn."
Transformers,DVD,no,tt0418279,"https://m.media-amazon.com/images/M/MV5BNDg1NTU2OWEtM2UzYi00ZWRmLWEwMTktZWNjYWQ1NWM1OThjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Shia LaBeouf, Megan Fox, Josh Duhamel","Action, Adventure, Sci-Fi",7.1,PG-13,2007,2h 24m,144.0,https://www.youtube.com/embed/v8ItGrI-Ou0,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager."
Transformers: The Last Knight,BR,yes,tt3371366,"https://m.media-amazon.com/images/M/MV5BN2YwOWM4ODgtZTMzMi00ZmFmLTk5NTEtNmY4ZDcwNzQxNDhjXkEyXkFqcGdeQXVyNTI0NzAyNjY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Mark Wahlberg, Anthony Hopkins, Josh Duhamel","Action, Adventure, Sci-Fi",5.2,PG-13,2017,2h 34m,154.0,https://www.youtube.com/embed/AntcyqJ6brc,"A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space."
Tron Legacy,BR,no,tt1104001,"https://m.media-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Jeff Bridges, Garrett Hedlund, Olivia Wilde","Action, Adventure, Sci-Fi",6.8,PG,2010,2h 5m,125.0,https://www.youtube.com/embed/L9szn1QQfas,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.
Tropic Thunder,DVD,no,tt0942385,"https://m.media-amazon.com/images/M/MV5BNDE5NjQzMDkzOF5BMl5BanBnXkFtZTcwODI3ODI3MQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg","Ben Stiller, Jack Black, Robert Downey Jr.","Action, Comedy, War",7.0,R,2008,1h 47m,107.0,https://www.youtube.com/embed/9Pl4JNnqNaE,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying."
Troy,DVD,no,tt0332452,"https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Brad Pitt, Eric Bana, Orlando Bloom","Drama, History",7.3,R,2004,2h 43m,163.0,https://www.youtube.com/embed/znTLzRJimeY,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved."
"Truman Show, The",DVD,no,tt0120382,"https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg","Jim Carrey, Ed Harris, Laura Linney","Comedy, Drama",8.2,PG,1998,1h 43m,103.0,https://www.youtube.com/embed/dlnmQbPGuls,An insurance salesman discovers his whole life is actually a reality TV show.
Twilight,BR,no,tt1099212,"https://m.media-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Kristen Stewart, Robert Pattinson, Billy Burke","Drama, Fantasy, Romance",5.3,PG-13,2008,2h 2m,122.0,https://www.youtube.com/embed/QDRLSqm_WVg,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire."
"Twilight Saga: Breaking Dawn Part 1, The",BR,no,tt1324999,"https://m.media-amazon.com/images/M/MV5BODgxNDE0OTAzOF5BMl5BanBnXkFtZTcwNzcwODE2Ng@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Kristen Stewart, Robert Pattinson, Taylor Lautner","Adventure, Drama, Fantasy",4.9,PG-13,2011,1h 57m,117.0,https://www.youtube.com/embed/PQNLfo-SOR4,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks."
"Twilight Saga: Breaking Dawn Part 2, The",BR,yes,tt1673434,"https://m.media-amazon.com/images/M/MV5BMTcyMzUyMzY1OF5BMl5BanBnXkFtZTcwNDQ4ODk1OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Kristen Stewart, Robert Pattinson, Taylor Lautner","Adventure, Drama, Fantasy",5.6,PG-13,2012,1h 55m,115.0,https://www.youtube.com/embed/Ocz50YJOFTM,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi."
"Twilight Saga: Eclipse, The",BR,no,tt1325004,"https://m.media-amazon.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Kristen Stewart, Robert Pattinson, Taylor Lautner","Action, Adventure, Drama",5.0,PG-13,2010,2h 4m,124.0,https://www.youtube.com/embed/kX2DKZcDM-o,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob."
"Twilight Saga: New Moon, The",BR,no,tt1259571,"https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Kristen Stewart, Robert Pattinson, Taylor Lautner","Adventure, Drama, Fantasy",4.7,PG-13,2009,2h 10m,130.0,https://www.youtube.com/embed/q58iQSHhZGg,"Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black."
Twister,NONE,yes,tt0117998,"https://m.media-amazon.com/images/M/MV5BODExYTM0MzEtZGY2Yy00N2ExLTkwZjItNGYzYTRmMWZlOGEzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg","Helen Hunt, Bill Paxton, Cary Elwes","Action, Adventure, Thriller",6.4,PG-13,1996,1h 53m,113.0,https://www.youtube.com/embed/OgG2jfBfLzI,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes."
U-571,DVD,no,tt0141926,"https://m.media-amazon.com/images/M/MV5BMDE0YzUwMzMtY2NhZS00OGYxLWFhOWItN2ZlZThjOTA0NDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg","Matthew McConaughey, Bill Paxton, Harvey Keitel","Action, War",6.6,PG-13,2000,1h 56m,116.0,https://www.youtube.com/embed/aFdmp8ZIDGM,A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.
Underworld,DVD,no,tt0320691,"https://m.media-amazon.com/images/M/MV5BMTk1OTc2ZmUtODU0Yy00NGJiLWJmNmQtODI0MzBjODk3MjI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Kate Beckinsale, Scott Speedman, Shane Brolly","Action, Fantasy, Thriller",7.0,R,2003,2h 1m,121.0,https://www.youtube.com/embed/2_IoL7g5Ub8,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons."
Underworld: Rise Of The Lycans,DVD,no,tt0834001,"https://m.media-amazon.com/images/M/MV5BMTAwNzYzMDQyMzReQTJeQWpwZ15BbWU3MDMyNDA0MjI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Rhona Mitra, Michael Sheen, Bill Nighy","Action, Fantasy, Thriller",6.5,R,2009,1h 32m,92.0,https://www.youtube.com/embed/7HCWQjIHJic,"A prequel centered on the origins of the centuries-old feud between the race of aristocratic vampires and their former slaves, the Lycans."
Unstoppable,DVD,no,tt0477080,"https://m.media-amazon.com/images/M/MV5BMjI4NDQwMDM0N15BMl5BanBnXkFtZTcwMzY1ODMwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Denzel Washington, Chris Pine, Rosario Dawson","Action, Thriller",6.8,PG-13,2010,1h 38m,98.0,https://www.youtube.com/embed/fyuoIqeL-bc,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe."
V For Vendetta,DVD,no,tt0434409,"https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Hugo Weaving, Natalie Portman, Rupert Graves","Action, Drama, Sci-Fi",8.2,R,2005,2h 12m,132.0,https://www.youtube.com/embed/lSA7mAHolAw,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman."
Valkyrie,DVD,no,tt0985699,"https://m.media-amazon.com/images/M/MV5BMTg3Njc2ODEyN15BMl5BanBnXkFtZTcwNTAwMzc3NA@@._V1_QL75_UX190_CR0,8,190,281_.jpg","Tom Cruise, Bill Nighy, Carice van Houten","Drama, History, Thriller",7.1,PG-13,2008,2h 1m,121.0,https://www.youtube.com/embed/-YppIQUiE9Y,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II."
Venom,NONE,yes,tt7097896,"https://m.media-amazon.com/images/M/MV5BYTc3ZTAwYTgtMmM4ZS00MDRiLWI2Y2EtYmRiZmE0YjkzMGY1XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Tom Hardy, Woody Harrelson, Michelle Williams","Action, Adventure, Sci-Fi",6.0,PG-13,2021,1h 37m,97.0,https://www.youtube.com/embed/-FmWuCgJmxo,"Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution."
Waiting (2005),NONE,yes,tt0348333,"https://m.media-amazon.com/images/M/MV5BMTIxNzY1MTQ5N15BMl5BanBnXkFtZTYwMTkxMzE3._V1_QL75_UX190_CR0,0,190,281_.jpg","Ryan Reynolds, Anna Faris, John Francis Daley",Comedy,6.7,R,2005,1h 34m,94.0,https://www.youtube.com/embed/HJEsNjH3JT8,Young employees at ShenaniganZ restaurant collectively stave off boredom and adulthood with their antics.
Walk Hard: The Dewey Cox Story,DVD,no,tt0841046,"https://m.media-amazon.com/images/M/MV5BMTk5NDMyNTk0N15BMl5BanBnXkFtZTcwMTQ4MDUzMw@@._V1_QL75_UX190_CR0,1,190,281_.jpg","John C. Reilly, Jenna Fischer, David Krumholtz","Comedy, Music",6.8,R,2007,1h 36m,96.0,https://www.youtube.com/embed/4W3zQkGpzC0,Singer Dewey Cox overcomes adversity to become a musical legend.
Wanted,BR,no,tt0493464,"https://m.media-amazon.com/images/M/MV5BMTQwNDM2MTMwMl5BMl5BanBnXkFtZTgwMjE4NjQxMTE@._V1_QL75_UX190_CR0,2,190,281_.jpg","Angelina Jolie, James McAvoy, Morgan Freeman","Action, Crime, Thriller",6.7,R,2022,1h 50m,110.0,https://www.youtube.com/embed/edpEspHOeVU,"A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities."
War Dogs,DVD,no,tt2005151,"https://m.media-amazon.com/images/M/MV5BMjEyNzQ0NzM4MV5BMl5BanBnXkFtZTgwMDI0ODM2OTE@._V1_QL75_UY281_CR0,0,190,281_.jpg","Jonah Hill, Miles Teller, Steve Lantz","Biography, Comedy, Crime",7.1,R,2016,1h 54m,114.0,https://www.youtube.com/embed/Rwh9c_E3dJk,"Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan."
War For The Planet Of The Apes,NONE,yes,tt3450958,"https://m.media-amazon.com/images/M/MV5BNDNmYTQzMDEtMmY0MS00OTNjLTk4MjItMDZhMzkzOGI3MzA0XkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_QL75_UX190_CR0,0,190,281_.jpg","Andy Serkis, Woody Harrelson, Steve Zahn","Action, Adventure, Drama",7.4,PG-13,2017,2h 20m,140.0,https://www.youtube.com/embed/qxjPjPzQ1iU,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind."
War Of The Worlds,DVD,no,tt0407304,"https://m.media-amazon.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Tom Cruise, Dakota Fanning, Tim Robbins","Action, Adventure, Sci-Fi",6.5,PG-13,2005,1h 56m,116.0,https://www.youtube.com/embed/SM6aEEjc5hA,An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.
